GeneId,Chr,Start,End,Strand,Length,Cp1,Cp2,Cp3,Cm1,Cm2,Cm3,WT1,WT2,WT3,dL1,dL3
yphF_RBAM_020970,NC_009725.1,2194319,2195053,-,735,205,192,367,241,304,728,474,1011,408,46,436
yphE_RBAM_020980,NC_009725.1,2195073,2195264,-,192,99,119,121,75,125,160,157,394,89,30,109
gpsA_RBAM_020990,NC_009725.1,2195597,2196634,-,1038,925,951,961,1179,1238,1163,1428,1372,1241,1000,1471
engA_RBAM_021000,NC_009725.1,2196652,2197962,-,1311,260,468,252,342,429,423,612,823,457,160,552
yphA_RBAM_021010,NC_009725.1,2198155,2198757,-,603,1,2,1,2,3,2,1,3,2,1,0
fni_RBAM_021020,NC_009725.1,2199000,2200049,-,1050,1610,1489,2037,2296,2395,2423,3064,2795,2672,1572,3185
rpsA_RBAM_021030,NC_009725.1,2200064,2201212,-,1149,5470,8737,7662,7225,8492,10138,10846,12619,11031,3847,11087
cmk_RBAM_021040,NC_009725.1,2201440,2202114,-,675,696,1161,1055,466,718,1490,942,1901,1272,340,1102
ypfB_RBAM_021050,NC_009725.1,2202193,2202369,-,177,12,21,18,5,4,6,5,8,4,3,3
ypfA_RBAM_021060,NC_009725.1,2202416,2203072,-,657,33,45,27,18,24,25,41,54,22,4,31
ypeB_RBAM_021070,NC_009725.1,2203160,2204509,-,1350,24,47,53,22,34,31,46,56,33,36,41
sleB_RBAM_021080,NC_009725.1,2204534,2205403,-,870,0,1,2,3,0,2,2,0,1,0,4
ypdC_RBAM_021090,NC_009725.1,2205534,2206190,-,657,173,420,223,116,140,377,358,704,175,51,202
ypdA_RBAM_021100,NC_009725.1,2206287,2207270,-,984,398,932,658,508,633,1011,958,1327,759,164,778
gudB_RBAM_021110,NC_009725.1,2207376,2208650,-,1275,3603,5853,4199,3765,4722,6081,7091,6859,6274,1300,5846
mecB_RBAM_021120,NC_009725.1,2208811,2209395,-,585,1203,1103,1335,1134,1323,2524,1701,2819,1624,280,1908
ypbG_RBAM_021130,NC_009725.1,2209547,2210335,-,789,18,52,38,42,28,47,76,154,50,18,44
ypbF_RBAM_021140,NC_009725.1,2210422,2210880,-,459,82,162,166,56,86,193,111,216,145,9,151
ypbE_RBAM_021150,NC_009725.1,2210949,2211707,-,759,1732,1738,1904,1828,1981,2095,2090,2087,2057,1443,2503
ypbD_RBAM_021160,NC_009725.1,2211685,2212239,-,555,117,232,211,93,125,176,179,233,149,96,164
recQ_RBAM_021170,NC_009725.1,2212287,2213777,-,1491,273,536,424,298,389,458,612,742,393,209,436
ypbB_RBAM_021180,NC_009725.1,2213770,2214828,-,1059,332,541,477,311,440,850,645,1252,507,156,588
fer_RBAM_021190,NC_009725.1,2215097,2215345,+,249,1344,1329,1443,544,1046,3258,1799,3895,1900,185,2139
ypaA_RBAM_021200,NC_009725.1,2215485,2216057,-,573,415,341,588,902,908,1016,1026,941,772,419,1104
ypzE_RBAM_021210,NC_009725.1,2216226,2216321,-,96,50,79,47,36,66,69,71,188,40,31,57
serA_RBAM_021220,NC_009725.1,2216546,2218123,+,1578,1604,1924,1748,2113,2306,2456,2706,2507,2550,1106,3212
rsiX_RBAM_021230,NC_009725.1,2218170,2219273,-,1104,1233,1584,1849,1333,1589,2385,2222,2735,1957,1054,2187
sigX_RBAM_021240,NC_009725.1,2219209,2219793,-,585,741,854,737,608,732,885,817,1252,750,383,880
resE_RBAM_021250,NC_009725.1,2219984,2221765,-,1782,2076,2932,2805,2336,2669,2983,3538,4517,3020,1039,2919
resD_RBAM_021260,NC_009725.1,2221762,2222484,-,723,450,715,629,627,725,727,1101,1463,863,398,765
resC_RBAM_021270,NC_009725.1,2222566,2223522,-,957,479,765,876,729,842,1098,1338,1690,813,567,933
resB_RBAM_021280,NC_009725.1,2223760,2225388,-,1629,1294,1349,1657,1325,1705,2695,2450,3741,2094,616,2149
resA_RBAM_021290,NC_009725.1,2225385,2225924,-,540,349,404,404,327,434,654,737,1163,480,88,492
rluB_RBAM_021300,NC_009725.1,2226009,2226743,-,735,306,472,344,208,310,420,367,773,384,110,414
spmB_RBAM_021310,NC_009725.1,2226837,2227373,-,537,1,2,0,0,0,0,2,8,0,3,3
spmA_RBAM_021320,NC_009725.1,2227378,2227968,-,591,2,5,4,3,7,6,11,11,10,2,4
dacB_RBAM_021330,NC_009725.1,2227956,2229107,-,1152,7,14,13,13,19,12,18,22,19,11,25
ypuI_RBAM_021340,NC_009725.1,2229220,2229750,-,531,161,293,272,121,168,484,328,683,229,145,213
scpB_RBAM_021350,NC_009725.1,2229795,2230388,-,594,76,126,162,79,90,171,209,323,129,107,106
scpA_RBAM_021360,NC_009725.1,2230378,2231133,-,756,649,635,945,267,494,697,288,1296,554,116,623
ypuF_RBAM_021370,NC_009725.1,2231519,2232040,+,522,34,18,29,20,32,41,42,115,26,11,30
ribTD_RBAM_021380,NC_009725.1,2232106,2232480,-,375,4345,3878,4456,2572,3163,5152,3598,5592,3711,1858,4369
ribH_RBAM_021390,NC_009725.1,2232597,2233061,-,465,373,353,345,982,977,771,916,885,754,910,967
ribA_RBAM_021400,NC_009725.1,2233094,2234290,-,1197,276,290,244,949,989,719,1019,932,770,797,1027
ribE_RBAM_021410,NC_009725.1,2234305,2234952,-,648,231,264,326,1051,1133,901,973,778,981,676,1345
ribD_RBAM_021420,NC_009725.1,2234933,2236048,-,1116,276,387,348,1018,1151,1013,1153,1172,1008,588,1355
ypuD_RBAM_021430,NC_009725.1,2236446,2236790,-,345,475,308,271,426,529,697,497,656,596,275,935
sipS_RBAM_021440,NC_009725.1,2237038,2237598,-,561,3637,4153,4873,3054,4067,6872,5189,6867,5764,1574,5971
RBAM_021450,NC_009725.1,2237694,2238185,-,492,17,38,26,16,20,32,29,51,27,7,30
ppiB_RBAM_021460,NC_009725.1,2238335,2238766,-,432,1845,1949,3494,1301,1804,3930,1905,4358,1876,656,2125
ypuA_RBAM_021470,NC_009725.1,2239051,2239953,+,903,526,557,669,684,739,849,944,1078,916,286,1063
lysA_RBAM_021480,NC_009725.1,2239998,2241317,-,1320,114,196,124,198,213,219,351,510,191,160,257
spoVAF_RBAM_021490,NC_009725.1,2241442,2242923,-,1482,14,28,14,14,15,28,30,30,21,6,22
spoVAE1_RBAM_021500,NC_009725.1,2242877,2243482,-,606,1,4,0,1,3,2,1,1,1,1,1
spoVAE2_RBAM_021510,NC_009725.1,2243489,2243839,-,351,0,3,0,0,0,0,0,1,1,1,0
spoVAD_RBAM_021520,NC_009725.1,2243840,2244856,-,1017,0,3,0,3,1,1,1,3,1,1,1
spoVAC_RBAM_021530,NC_009725.1,2244868,2245320,-,453,0,0,1,1,1,0,0,2,1,0,0
spoVAB_RBAM_021540,NC_009725.1,2245333,2245758,-,426,0,0,1,1,0,0,1,1,0,0,0
spoVAA_RBAM_021550,NC_009725.1,2245748,2246368,-,621,1,0,1,2,1,1,2,0,0,0,0
sigF_RBAM_021560,NC_009725.1,2246495,2247262,-,768,1012,1481,1159,1401,1710,1421,2075,1837,1903,1648,2325
spoIIAB_RBAM_021570,NC_009725.1,2247274,2247714,-,441,267,526,242,309,499,333,495,413,505,219,525
spoIIAA_RBAM_021580,NC_009725.1,2247711,2248064,-,354,145,185,93,167,208,191,227,342,176,64,257
dacF_RBAM_021590,NC_009725.1,2248160,2249329,-,1170,21,26,6,32,36,17,31,33,50,15,41
punA_RBAM_021600,NC_009725.1,2249466,2250284,-,819,338,456,418,400,520,583,1001,1065,616,221,614
drm_RBAM_021610,NC_009725.1,2250296,2251483,-,1188,474,882,764,447,622,611,878,1023,654,382,643
xerD_RBAM_021620,NC_009725.1,2251648,2252538,-,891,143,259,291,165,224,417,275,707,222,89,251
RBAM_021630,NC_009725.1,2252546,2252773,-,228,70,103,100,29,47,167,87,282,90,52,102
fur_RBAM_021640,NC_009725.1,2252889,2253338,-,450,275,276,484,273,357,1000,590,1610,458,160,571
spoIIM_RBAM_021650,NC_009725.1,2253451,2254095,-,645,20,45,29,21,29,51,72,70,20,7,31
yqkK_RBAM_021660,NC_009725.1,2254172,2254399,-,228,6,3,12,1,7,9,6,44,5,1,6
RBAM_021670,NC_009725.1,2254456,2254746,-,291,1,2,1,1,0,0,3,5,1,4,0
mleA_RBAM_021680,NC_009725.1,2254859,2256172,-,1314,396,986,359,486,652,653,1028,829,612,222,594
mleN_RBAM_021690,NC_009725.1,2256185,2257591,-,1407,71,177,109,75,120,141,175,245,111,35,115
aspA_RBAM_021700,NC_009725.1,2257733,2259160,-,1428,159,209,137,200,222,183,305,257,207,54,214
ansA_RBAM_021710,NC_009725.1,2259198,2260187,-,990,58,59,89,61,79,92,83,142,76,28,112
ansR_RBAM_021720,NC_009725.1,2260364,2260717,+,354,65,105,77,59,71,101,128,185,86,45,104
yqxK_RBAM_021730,NC_009725.1,2260728,2261891,-,1164,66,129,124,88,100,120,197,319,129,125,119
nudF_RBAM_021740,NC_009725.1,2261891,2262448,-,558,53,56,79,38,59,65,75,161,67,16,56
yqkF_RBAM_021750,NC_009725.1,2262709,2263629,+,921,373,649,866,978,1242,1648,1652,1738,1220,521,1505
yqkE_RBAM_021760,NC_009725.1,2263662,2263889,-,228,178,154,175,131,172,354,195,424,186,118,284
yqkD_RBAM_021770,NC_009725.1,2263990,2264922,+,933,7,7,8,4,3,4,12,11,4,13,10
yqkC_RBAM_021780,NC_009725.1,2264962,2265201,-,240,452,827,918,336,600,1402,1056,1860,1068,190,1260
yqkB_RBAM_021790,NC_009725.1,2265176,2265538,-,363,406,422,766,433,550,1136,744,1227,830,346,1019
yqkA_RBAM_021800,NC_009725.1,2265629,2266579,-,951,51,75,61,77,83,103,139,205,95,85,113
yqjZ_RBAM_021810,NC_009725.1,2266576,2266920,-,345,22,77,42,76,74,96,139,172,57,47,77
yqjY_RBAM_021820,NC_009725.1,2266933,2267403,-,471,18,49,37,34,46,98,81,232,64,21,69
yqjW_RBAM_021830,NC_009725.1,2267619,2268845,+,1227,11,17,19,10,11,20,15,14,11,11,18
yqjX_RBAM_021840,NC_009725.1,2268861,2269205,+,345,0,2,0,1,0,1,1,0,0,4,1
yqzH_RBAM_021850,NC_009725.1,2269303,2269512,+,210,77,69,45,56,82,165,94,308,76,11,117
RBAM_021860,NC_009725.1,2269585,2270667,+,1083,299,347,195,473,630,558,860,621,551,160,855
RBAM_021870,NC_009725.1,2270748,2270915,+,168,95,103,80,103,130,145,143,132,142,51,186
yqjT_RBAM_021880,NC_009725.1,2270917,2271309,-,393,236,474,301,310,378,626,722,960,422,194,537
coaA_RBAM_021890,NC_009725.1,2271331,2272290,-,960,146,264,261,160,196,400,304,675,192,75,193
dsdA_RBAM_021900,NC_009725.1,2272366,2273715,-,1350,43,87,76,69,56,97,216,324,101,45,79
yqjQ_RBAM_021910,NC_009725.1,2273732,2274508,-,777,44,72,76,37,46,71,168,186,80,35,51
yqjP_RBAM_021920,NC_009725.1,2274514,2275470,-,957,63,69,78,25,35,64,218,311,154,14,34
proI_RBAM_021930,NC_009725.1,2275867,2276706,+,840,18,20,25,16,28,38,27,39,32,6,37
dfnM_RBAM_021940,NC_009725.1,2276743,2277489,-,747,69,98,36,9,3,6,380,360,210,6,6
dfnL_RBAM_021950,NC_009725.1,2277549,2278796,-,1248,65,69,44,4,2,4,301,278,156,1,6
dfnK_RBAM_021960,NC_009725.1,2278854,2280008,-,1155,475,642,281,112,120,120,1463,1153,1136,67,158
dfnJ_RBAM_021970,NC_009725.1,2280090,2286305,-,6216,1105,1300,823,285,355,378,4638,4334,2907,250,408
dfnI_RBAM_021980,NC_009725.1,2286302,2292454,-,6153,538,678,371,40,46,41,2654,2497,1595,20,51
dfnH_RBAM_021990,NC_009725.1,2292477,2300195,-,7719,759,807,486,46,49,46,3083,2759,2073,20,44
dfnG_RBAM_022000,NC_009725.1,2300200,2315814,-,15615,1181,1768,966,49,44,46,6112,5682,3655,44,54
dfnF_RBAM_022010,NC_009725.1,2315866,2321592,-,5727,468,562,283,10,24,13,2409,2338,1508,3,11
dfnE_RBAM_022020,NC_009725.1,2321632,2327928,-,6297,498,669,347,19,20,14,2021,1978,1434,13,23
dfnD_RBAM_022030,NC_009725.1,2327947,2340537,-,12591,1075,1597,858,68,55,61,4870,4670,3202,40,81
dfnC_RBAM_022040,NC_009725.1,2340577,2341314,-,738,154,151,116,16,25,8,548,513,442,19,29
dfnB_RBAM_022050,NC_009725.1,2341329,2342660,-,1332,94,114,59,8,13,18,402,484,297,6,18
dfnX_RBAM_022060,NC_009725.1,2342690,2342962,-,273,68,50,71,15,17,22,271,336,171,14,20
dfnY_RBAM_022070,NC_009725.1,2342987,2343967,-,981,92,115,108,15,19,24,476,578,327,21,17
dfnA_RBAM_022080,NC_009725.1,2344008,2346266,-,2259,230,294,213,28,24,49,1007,1274,700,18,38
RBAM_022090,NC_009725.1,2347000,2347530,+,531,10271,9439,10665,252,236,421,4617,10063,4614,18,27
RBAM_022100,NC_009725.1,2347874,2348752,-,879,149,198,144,90,152,263,180,427,135,33,153
RBAM_022110,NC_009725.1,2348891,2349214,+,324,26,23,37,27,38,40,62,57,40,4,38
yqjM_RBAM_022120,NC_009725.1,2349353,2350369,+,1017,557,1061,701,1186,1464,1220,2226,1579,1991,666,1858
yqjL_RBAM_022130,NC_009725.1,2350483,2351256,+,774,268,366,214,280,371,365,369,389,316,186,356
rpmG_RBAM_022140,NC_009725.1,2351306,2351455,-,150,59,47,82,95,111,166,170,344,138,62,156
rnz_RBAM_022150,NC_009725.1,2351534,2352460,-,927,76,95,129,128,141,194,243,348,188,89,212
zwf_RBAM_022160,NC_009725.1,2352669,2354138,+,1470,982,1362,2211,1366,1711,2063,1672,2184,1724,698,2034
yqjI_RBAM_022170,NC_009725.1,2354228,2355637,-,1410,3736,6192,7068,4631,5282,6488,7460,8206,6248,3730,6677
yqjH_RBAM_022180,NC_009725.1,2355746,2356990,-,1245,120,160,157,136,166,212,289,303,234,103,262
yqzJ_RBAM_022190,NC_009725.1,2357066,2357347,+,282,1093,1171,954,419,638,1148,762,1670,923,260,882
yqjG_RBAM_022200,NC_009725.1,2357380,2358216,+,837,2094,3051,2261,867,1135,2491,1936,3397,1782,632,1590
yqjE_RBAM_022210,NC_009725.1,2358330,2359445,-,1116,1178,1660,1136,1565,1707,1438,2364,2193,1733,879,1955
yqjD_RBAM_022220,NC_009725.1,2359462,2360985,-,1524,258,630,501,199,334,593,660,1124,512,215,507
yqjC_RBAM_022230,NC_009725.1,2360972,2361400,-,429,0,4,0,1,6,3,6,4,3,1,2
yqjB_RBAM_022240,NC_009725.1,2361603,2362133,-,531,0,2,1,1,2,3,5,7,0,0,1
yqjA_RBAM_022250,NC_009725.1,2362203,2363156,-,954,171,214,246,227,301,683,331,970,338,85,421
yqiZ_RBAM_022260,NC_009725.1,2363233,2363955,-,723,46,28,48,35,41,53,37,60,34,37,43
yqiY_RBAM_022270,NC_009725.1,2363948,2364607,-,660,5,9,8,4,2,4,6,7,3,7,11
yqiX_RBAM_022280,NC_009725.1,2364669,2365436,-,768,112,138,122,198,198,162,177,142,235,60,212
yqiW_RBAM_022290,NC_009725.1,2365682,2366113,-,432,1114,1497,1994,970,1127,2689,1841,3339,1686,470,1810
bmrU_RBAM_022300,NC_009725.1,2366298,2367194,+,897,1533,2771,456,1693,2196,1508,3482,1775,2997,818,3684
bkdB_RBAM_022310,NC_009725.1,2367239,2368501,-,1263,654,842,540,1252,1376,1262,2061,2121,1541,884,1561
bkdAB_RBAM_022320,NC_009725.1,2368523,2369506,-,984,213,277,167,409,476,489,738,722,503,274,499
bkdAA_RBAM_022330,NC_009725.1,2369519,2370511,-,993,146,135,116,328,337,274,554,565,324,295,319
lpdV_RBAM_022340,NC_009725.1,2370534,2371955,-,1422,144,271,177,305,400,392,711,779,389,189,437
buk_RBAM_022350,NC_009725.1,2371945,2373054,-,1110,122,124,135,237,255,260,327,429,246,137,282
bcd_RBAM_022360,NC_009725.1,2373078,2374172,-,1095,237,251,231,524,563,510,585,708,500,333,574
ptb_RBAM_022370,NC_009725.1,2374186,2375079,-,894,237,319,199,787,870,1006,1216,1094,923,328,943
bkdR_RBAM_022380,NC_009725.1,2375202,2377271,-,2070,140,205,200,92,138,143,170,301,144,82,143
yqzF_RBAM_022390,NC_009725.1,2377425,2377667,+,243,297,504,348,286,363,635,556,884,316,275,450
yqiQ_RBAM_022400,NC_009725.1,2377696,2378601,-,906,277,387,237,376,466,392,851,803,544,268,596
prpD_RBAM_022410,NC_009725.1,2378620,2380047,-,1428,176,195,146,180,228,256,461,503,336,74,321
mmgD_RBAM_022420,NC_009725.1,2380073,2381170,-,1098,11,14,8,28,19,19,20,17,19,19,27
mmgC_RBAM_022430,NC_009725.1,2381194,2382327,-,1134,1,1,1,2,2,2,3,3,2,5,3
mmgB_RBAM_022440,NC_009725.1,2382357,2383208,-,852,5,1,1,14,8,8,10,7,4,12,8
mmgA_RBAM_022450,NC_009725.1,2383228,2384409,-,1182,1,1,0,0,2,3,4,0,0,1,0
yqiK_RBAM_022460,NC_009725.1,2384549,2385286,-,738,254,423,454,267,357,707,347,708,365,122,402
yqiI_RBAM_022470,NC_009725.1,2385374,2386000,-,627,10,5,8,20,23,48,40,70,33,13,34
yqiH_RBAM_022480,NC_009725.1,2386019,2386312,-,294,0,4,7,9,25,39,32,74,15,32,40
RBAM_022490,NC_009725.1,2386645,2387268,-,624,1,4,0,0,1,2,5,3,1,1,1
RBAM_022500,NC_009725.1,2387415,2388047,+,633,55,55,47,39,47,62,41,39,44,13,45
RBAM_022510,NC_009725.1,2388131,2388481,+,351,75,33,56,42,74,65,32,127,49,21,88
yqiG_RBAM_022520,NC_009725.1,2388572,2389693,+,1122,84,109,102,117,145,166,156,290,129,46,172
RBAM_022530,NC_009725.1,2390159,2390371,+,213,0,0,1,1,0,1,0,1,1,0,1
yncD_RBAM_022540,NC_009725.1,2390548,2391729,+,1182,2,4,3,1,6,1,9,5,5,1,6
spo0A_RBAM_022550,NC_009725.1,2391878,2392678,-,801,1581,1825,1897,2855,3421,3687,4091,3745,3493,1180,3984
spoIVB_RBAM_022560,NC_009725.1,2392959,2394239,-,1281,24,29,21,24,35,25,26,35,29,13,44
recN_RBAM_022570,NC_009725.1,2394403,2396133,-,1731,417,520,461,613,644,769,895,1042,724,394,836
ahrC_RBAM_022580,NC_009725.1,2396165,2396614,-,450,35,30,39,28,45,80,46,118,40,1,43
yqxC_RBAM_022590,NC_009725.1,2396711,2397556,-,846,317,375,419,425,491,522,766,1070,597,162,578
dxs_RBAM_022600,NC_009725.1,2397553,2399454,-,1902,637,854,892,846,1001,1364,1327,2169,1121,351,1168
yqiD_RBAM_022610,NC_009725.1,2399598,2400488,-,891,66,162,115,119,138,165,154,226,148,75,130
xseB_RBAM_022620,NC_009725.1,2400478,2400732,-,255,147,195,203,143,175,265,201,378,258,161,265
xseA_RBAM_022630,NC_009725.1,2400732,2402093,-,1362,167,187,218,183,198,310,313,493,289,192,336
folD_RBAM_022640,NC_009725.1,2402199,2403050,-,852,1313,2669,2308,1507,2029,2163,1906,2337,2127,1455,2236
nusB_RBAM_022650,NC_009725.1,2403062,2403454,-,393,653,1392,1202,533,903,965,753,1168,1018,800,1080
yqhY_RBAM_022660,NC_009725.1,2403719,2404126,-,408,308,506,363,406,520,609,953,955,707,205,773
accC_RBAM_022670,NC_009725.1,2404148,2405500,-,1353,1173,2092,1640,1284,1917,1696,1954,2443,2033,823,2076
accB_RBAM_022680,NC_009725.1,2405515,2405994,-,480,1155,1184,1287,749,990,1425,882,1794,1366,213,1319
spoIIIAH_RBAM_022690,NC_009725.1,2406148,2406798,-,651,172,209,203,451,562,302,354,249,568,386,560
spoIIIAG_RBAM_022700,NC_009725.1,2406802,2407494,-,693,17,15,20,17,35,32,18,21,30,33,29
spoIIIAF_RBAM_022710,NC_009725.1,2407487,2408107,-,621,4,1,1,14,15,8,8,9,15,12,16
spoIIIAE_RBAM_022720,NC_009725.1,2408124,2409332,-,1209,4,4,1,9,11,11,10,13,10,3,12
spoIIIAD_RBAM_022730,NC_009725.1,2409365,2409667,-,303,0,1,1,1,1,1,1,3,0,1,0
spoIIIAC_RBAM_022740,NC_009725.1,2409767,2409973,-,207,1,6,0,6,8,5,2,7,3,0,3
spoIIIAB_RBAM_022750,NC_009725.1,2409996,2410511,-,516,1,7,1,7,8,6,7,10,5,1,2
spoIIIAA_RBAM_022760,NC_009725.1,2410505,2411428,-,924,0,4,0,6,5,6,5,18,6,2,2
yqhV_RBAM_022770,NC_009725.1,2411506,2411787,-,282,0,0,0,0,0,0,0,1,0,0,1
efp_RBAM_022780,NC_009725.1,2411933,2412490,-,558,1108,853,1224,1385,1408,2130,1576,2389,1453,305,1527
yqhT_RBAM_022790,NC_009725.1,2412515,2413576,-,1062,514,1017,857,699,762,908,1194,1553,839,512,891
yqhR_RBAM_022800,NC_009725.1,2413708,2414238,-,531,3,4,4,0,1,1,3,4,2,2,0
yqhQ_RBAM_022810,NC_009725.1,2414460,2415416,+,957,1111,2699,824,1227,1403,1407,2217,1598,1639,749,1853
yqhP_RBAM_022820,NC_009725.1,2415451,2415846,+,396,2347,2338,1214,1790,1857,2120,2961,2572,2153,802,2668
yqhO_RBAM_022830,NC_009725.1,2415843,2416718,-,876,3,26,4,8,7,11,20,9,14,7,9
mntR_RBAM_022840,NC_009725.1,2416833,2417261,-,429,1030,860,1304,623,782,1800,882,2212,991,286,1037
yqhM_RBAM_022850,NC_009725.1,2417361,2418197,-,837,142,248,326,203,237,302,349,464,255,174,272
yqhL_RBAM_022860,NC_009725.1,2418390,2418770,+,381,382,411,450,299,416,1215,524,1620,418,113,585
gcvPB_RBAM_022870,NC_009725.1,2418822,2420297,-,1476,1610,2151,1413,2054,2396,2572,3514,3516,2817,823,3043
gcvPA_RBAM_022880,NC_009725.1,2420290,2421636,-,1347,488,576,604,855,1017,1018,1245,1381,1109,680,1217
gcvT_RBAM_022890,NC_009725.1,2421651,2422751,-,1101,800,1029,1221,1661,1950,1772,1942,2207,1783,1436,2054
yqhH_RBAM_022900,NC_009725.1,2423175,2424845,+,1671,5,7,8,14,5,14,10,14,4,15,13
yqhG_RBAM_022910,NC_009725.1,2424867,2425661,+,795,206,193,204,79,121,244,125,217,180,38,152
sinI_RBAM_022920,NC_009725.1,2425838,2426011,+,174,224,154,189,184,177,186,279,196,216,84,318
sinR_RBAM_022930,NC_009725.1,2426039,2426380,+,342,1458,1432,1918,797,992,1779,1003,2109,1170,604,1381
tasA_RBAM_022940,NC_009725.1,2426428,2427213,-,786,381,406,555,140,156,131,243,154,269,71,172
sipW_RBAM_022950,NC_009725.1,2427278,2427862,-,585,3,3,8,2,0,3,2,5,1,5,2
yqxM_RBAM_022960,NC_009725.1,2427834,2428505,-,672,6,7,7,1,4,3,3,8,2,1,1
yqzG_RBAM_022970,NC_009725.1,2428764,2429093,+,330,4,3,4,2,0,4,1,2,0,1,3
yqzE_RBAM_022980,NC_009725.1,2429133,2429312,-,180,14,5,14,20,22,36,19,24,16,9,23
comGG_RBAM_022990,NC_009725.1,2429369,2429746,-,378,10,4,17,13,11,14,12,15,10,11,10
comGF_RBAM_023000,NC_009725.1,2429747,2430247,-,501,1,4,1,5,2,8,2,5,6,3,5
comGE_RBAM_023010,NC_009725.1,2430156,2430470,-,315,1,1,1,5,1,4,2,1,4,0,4
comGD_RBAM_023020,NC_009725.1,2430454,2430891,-,438,10,16,7,8,9,4,17,15,13,7,8
comGC_RBAM_023030,NC_009725.1,2430881,2431189,-,309,6,10,6,5,10,8,9,13,17,6,6
comGB_RBAM_023040,NC_009725.1,2431194,2432231,-,1038,9,10,8,11,12,18,11,24,13,3,16
comGA_RBAM_023050,NC_009725.1,2432218,2433288,-,1071,6,13,9,10,3,9,12,9,6,3,9
yqxL_RBAM_023060,NC_009725.1,2433485,2434435,-,951,583,1096,198,856,1115,654,1288,704,1459,348,1976
yqhB_RBAM_023070,NC_009725.1,2434581,2435882,+,1302,397,921,147,476,606,371,775,420,694,267,985
yqhA_RBAM_023080,NC_009725.1,2435920,2436750,-,831,113,115,48,191,182,157,292,218,198,80,235
yqgZ_RBAM_023100,NC_009725.1,2436957,2437337,-,381,13866,17228,6085,9892,12835,11672,15923,10863,18161,7450,20326
yqgY_RBAM_023110,NC_009725.1,2437574,2437819,+,246,1053,1037,1091,951,1204,1900,1380,2928,1114,515,1420
yqgX_RBAM_023120,NC_009725.1,2437859,2438497,-,639,315,275,366,401,419,536,521,796,384,233,513
yqgW_RBAM_023130,NC_009725.1,2438652,2438825,+,174,387,384,201,472,781,933,1061,1449,590,105,853
yqgV_RBAM_023140,NC_009725.1,2438858,2439172,-,315,241,227,270,215,295,352,343,550,343,89,444
yqgU_RBAM_023150,NC_009725.1,2439178,2440230,-,1053,308,367,368,297,353,491,427,631,409,111,463
yqgT_RBAM_023160,NC_009725.1,2440288,2441415,-,1128,4,15,21,11,24,29,39,66,21,14,18
glcK_RBAM_023170,NC_009725.1,2441498,2442460,-,963,68,233,155,147,200,365,395,607,242,49,235
yqgQ_RBAM_023180,NC_009725.1,2442495,2442692,-,198,66,119,144,44,82,208,70,315,107,79,155
nhaC_RBAM_023190,NC_009725.1,2442902,2444266,+,1365,13,19,11,5,6,12,12,22,12,2,6
yqgO_RBAM_023200,NC_009725.1,2444342,2444515,-,174,15,9,21,22,22,56,44,84,39,4,50
yqgN_RBAM_023210,NC_009725.1,2444586,2445140,-,555,32,66,71,46,59,98,64,159,84,14,80
rpmG_RBAM_023220,NC_009725.1,2445219,2445368,-,150,459,323,342,214,379,869,694,1735,541,65,748
yqzD_RBAM_023230,NC_009725.1,2445715,2446068,+,354,5473,4099,6137,3647,4411,5666,3581,5326,5337,2622,5675
yqzC_RBAM_023240,NC_009725.1,2446065,2446529,+,465,8689,5843,9235,7427,7959,9430,7492,8500,9226,6864,9772
pstBB_RBAM_023250,NC_009725.1,2446628,2447410,-,783,5,8,2,4,1,8,13,15,6,7,5
pstBA_RBAM_023260,NC_009725.1,2447422,2448228,-,807,4,4,0,3,1,4,4,6,5,4,1
pstA_RBAM_023270,NC_009725.1,2448247,2449131,-,885,1,4,1,2,1,5,3,3,0,0,4
yqgH_RBAM_023280,NC_009725.1,2449131,2450060,-,930,2,1,0,2,1,5,2,3,3,1,2
pstS_RBAM_023290,NC_009725.1,2450109,2451011,-,903,7,7,1,3,4,5,6,9,5,4,5
RBAM_023300,NC_009725.1,2451243,2451575,+,333,125,114,68,41,28,28,29,35,37,8,30
RBAM_023310,NC_009725.1,2451581,2452393,+,813,128,107,111,40,38,42,25,45,45,16,33
pbpA_RBAM_023320,NC_009725.1,2452456,2454603,-,2148,922,843,1351,1114,1315,1761,1498,2310,1615,937,1802
yqgE_RBAM_023330,NC_009725.1,2454705,2455994,-,1290,17,5,11,19,19,27,23,87,13,8,12
sodA_RBAM_023340,NC_009725.1,2456114,2456719,-,606,3328,5648,2432,3435,5034,6009,7583,6790,6115,1260,6738
yqgC_RBAM_023350,NC_009725.1,2456885,2457367,-,483,154,299,15,122,133,64,247,79,113,56,171
yqgB_RBAM_023360,NC_009725.1,2457529,2458290,+,762,785,632,1119,1045,1162,1907,1354,1876,1263,375,1841
yqfZ_RBAM_023370,NC_009725.1,2458382,2458684,+,303,63,64,44,57,87,106,135,149,112,34,114
ispG_RBAM_023380,NC_009725.1,2458808,2459935,+,1128,3418,5113,6879,5296,6095,7751,7703,8371,7353,5843,8194
yqfX_RBAM_023390,NC_009725.1,2459969,2460340,-,372,32,24,18,34,44,39,114,111,50,45,44
yqfW_RBAM_023400,NC_009725.1,2460480,2461061,+,582,1108,942,1107,477,650,1744,650,1722,924,241,1029
zur_RBAM_023410,NC_009725.1,2461092,2461502,-,411,263,313,257,116,219,522,284,636,318,28,329
